VG, VDS, ID, IG
-10.0, 0.1, 9.9351e-09, -8.1176e-09
-9.8, 0.1, 9.6953e-09, -6.0818e-09
-9.6, 0.1, 9.5729e-09, -5.0106e-09
-9.4, 0.1, 9.4542e-09, -4.4288e-09
-9.2, 0.1, 9.3921e-09, -4.0468e-09
-9.0, 0.1, 9.2843e-09, -3.7268e-09
-8.8, 0.1, 9.2094e-09, -3.4543e-09
-8.6, 0.1, 9.0939e-09, -3.2376e-09
-8.4, 0.1, 8.9814e-09, -3.0354e-09
-8.2, 0.1, 8.8823e-09, -2.8509e-09
-8.0, 0.1, 8.7134e-09, -2.684e-09
-7.8, 0.1, 8.7008e-09, -2.5287e-09
-7.6, 0.1, 8.5186e-09, -2.4499e-09
-7.4, 0.1, 8.4146e-09, -2.3099e-09
-7.2, 0.1, 8.1874e-09, -2.2323e-09
-7.0, 0.1, 7.9863e-09, -2.0562e-09
-6.8, 0.1, 7.76e-09, -2.0107e-09
-6.6, 0.1, 7.4842e-09, -1.9153e-09
-6.4, 0.1, 7.2404e-09, -1.823e-09
-6.2, 0.1, 7.0651e-09, -1.6656e-09
-6.0, 0.1, 6.8785e-09, -1.6092e-09
-5.8, 0.1, 6.697e-09, -1.5441e-09
-5.6, 0.1, 6.4392e-09, -1.4541e-09
-5.4, 0.1, 6.1594e-09, -1.3689e-09
-5.2, 0.1, 5.8605e-09, -1.2834e-09
-5.0, 0.1, 5.3854e-09, -1.2247e-09
-4.8, 0.1, 5.0553e-09, -1.1354e-09
-4.6, 0.1, 4.6381e-09, -1.0728e-09
-4.4, 0.1, 4.0982e-09, -9.8426e-10
-4.2, 0.1, 3.5962e-09, -9.2453e-10
-4.0, 0.1, 2.9964e-09, -8.5511e-10
-3.8, 0.1, 2.6424e-09, -7.9004e-10
-3.6, 0.1, 2.1979e-09, -7.0899e-10
-3.4, 0.1, 1.8463e-09, -6.5406e-10
-3.2, 0.1, 1.4805e-09, -5.8916e-10
-3.0, 0.1, 1.0731e-09, -5.336e-10
-2.8, 0.1, 7.588e-10, -4.9886e-10
-2.6, 0.1, 4.6607e-10, -4.6831e-10
-2.4, 0.1, 2.513e-10, -4.0648e-10
-2.2, 0.1, 5.1902e-11, -4.9666e-10
-2.0, 0.1, 7.623e-12, -4.5576e-10
-1.8, 0.1, 1.269e-12, -4.1487e-10
-1.6, 0.1, 2.27e-13, -3.6271e-10
-1.4, 0.1, 3.9e-13, -3.0979e-10
-1.2, 0.1, 2.9e-14, -2.593e-10
-1.0, 0.1, 3.4e-14, -2.1287e-10
-0.8, 0.1, 3.3e-14, -1.6741e-10
-0.6, 0.1, -1.5e-14, -1.2277e-10
-0.4, 0.1, 3e-15, -8.194e-11
-0.2, 0.1, -1.2e-13, -4.175e-11
0.0, 0.1, -1.13e-13, -7.05e-12
0.2, 0.1, -9.1e-14, 2.266e-11
0.4, 0.1, -2.4e-13, 5.591e-11
0.6, 0.1, -2.2e-13, 8.788e-11
0.8, 0.1, -2.72e-13, 1.2256e-10
1.0, 0.1, -2.24e-13, 1.6123e-10
1.2, 0.1, -1.97e-13, 2.0505e-10
1.4, 0.1, -2.11e-13, 2.5242e-10
1.6, 0.1, -7.5e-14, 3.0687e-10
1.8, 0.1, -7.4e-14, 3.5917e-10
2.0, 0.1, -1e-14, 4.0137e-10
2.2, 0.1, -5.9e-14, 4.4329e-10
2.4, 0.1, -1.12e-13, 4.8282e-10
2.6, 0.1, -1.09e-13, 5.2948e-10
2.8, 0.1, -1.66e-13, 5.747e-10
3.0, 0.1, -1.71e-13, 6.205e-10
3.2, 0.1, -2.14e-13, 6.6355e-10
3.4, 0.1, -2.47e-13, 7.096e-10
3.6, 0.1, -2.08e-13, 7.5201e-10
3.8, 0.1, -1.47e-13, 7.9149e-10
4.0, 0.1, -2.39e-13, 8.3006e-10
4.2, 0.1, -2.23e-13, 8.6442e-10
4.4, 0.1, -8.1e-14, 9.0243e-10
4.6, 0.1, -8.4e-14, 9.4045e-10
4.8, 0.1, -1.49e-13, 9.8272e-10
5.0, 0.1, -1.6e-13, 1.0252e-09
5.2, 0.1, -2.26e-13, 1.0692e-09
5.4, 0.1, -2.04e-13, 1.1127e-09
5.6, 0.1, -2.71e-13, 1.1563e-09
5.8, 0.1, -2.65e-13, 1.2016e-09
6.0, 0.1, -3.89e-13, 1.2515e-09
6.2, 0.1, -2.4e-14, 1.303e-09
6.4, 0.1, -1e-13, 1.3605e-09
6.6, 0.1, -1.77e-13, 1.4176e-09
6.8, 0.1, -2.3e-14, 1.4797e-09
7.0, 0.1, -7.8e-14, 1.5434e-09
7.2, 0.1, -2.23e-13, 1.5964e-09
7.4, 0.1, -1.98e-13, 1.6531e-09
7.6, 0.1, -2.83e-13, 1.7122e-09
7.8, 0.1, -2.69e-13, 1.7672e-09
8.0, 0.1, -2.42e-13, 1.8213e-09
8.2, 0.1, -3.04e-13, 1.874e-09
8.4, 0.1, -2.7e-13, 1.9283e-09
8.6, 0.1, -2.86e-13, 1.9788e-09
8.8, 0.1, -2.82e-13, 2.0257e-09
9.0, 0.1, -3.65e-13, 2.0708e-09
9.2, 0.1, -2.77e-13, 2.1081e-09
9.4, 0.1, -2.63e-13, 2.1315e-09
9.6, 0.1, -3.56e-13, 2.1672e-09
9.8, 0.1, -2.83e-13, 2.1897e-09
10.0, 0.1, -3.09e-13, 2.2138e-09
10.0, 0.1, -9.3e-14, 2.1996e-09
9.8, 0.1, 1.69e-13, 2.1247e-09
9.6, 0.1, 1.44e-13, 2.06e-09
9.4, 0.1, 1.47e-13, 2.0112e-09
9.2, 0.1, 1.38e-13, 1.9577e-09
9.0, 0.1, 1.28e-13, 1.9097e-09
8.8, 0.1, 1.19e-13, 1.8601e-09
8.6, 0.1, 1.55e-13, 1.8153e-09
8.4, 0.1, 1.57e-13, 1.7695e-09
8.2, 0.1, 1.44e-13, 1.7256e-09
8.0, 0.1, 1.97e-13, 1.6792e-09
7.8, 0.1, 1.94e-13, 1.6376e-09
7.6, 0.1, 3.91e-13, 1.5888e-09
7.4, 0.1, 6.15e-13, 1.5313e-09
7.2, 0.1, 1.081e-12, 1.4683e-09
7.0, 0.1, 1.18e-12, 1.4166e-09
6.8, 0.1, 4.128e-12, 1.3611e-09
6.6, 0.1, 7.237e-12, 1.3016e-09
6.4, 0.1, 1.6853e-11, 1.2462e-09
6.2, 0.1, 3.1202e-11, 1.1894e-09
6.0, 0.1, 4.4119e-11, 1.1372e-09
