Vg	Ids
-1.499145000000000039e+01	2.099758999999999883e-08
-1.399977999999999945e+01	2.116893999999999990e-08
-1.300069000000000052e+01	2.124821000000000019e-08
-1.200014999999999965e+01	2.123540999999999957e-08
-1.100088000000000044e+01	2.114370000000000093e-08
-1.000031000000000070e+01	2.105345000000000116e-08
-9.000851000000000823e+00	2.097310000000000071e-08
-8.000598000000000098e+00	2.082663999999999954e-08
-6.999718999999999802e+00	2.072865000000000079e-08
-6.000848000000000404e+00	2.063874000000000022e-08
-5.000023999999999802e+00	2.051604999999999927e-08
-4.000789000000000151e+00	2.035849999999999996e-08
-3.000256999999999952e+00	2.024102999999999871e-08
-2.000833000000000084e+00	2.000012999999999885e-08
-1.000056000000000056e+00	1.980537999999999970e-08
5.929999999999999941e-04	1.955543000000000016e-08
9.982619999999999827e-01	1.931089000000000134e-08
1.999022000000000077e+00	1.905106999999999882e-08
2.998175999999999952e+00	1.875263000000000041e-08
3.998720000000000052e+00	1.844567999999999911e-08
4.997946999999999917e+00	1.811923999999999874e-08
5.998568999999999818e+00	1.773058000000000020e-08
6.997761999999999816e+00	1.729756999999999903e-08
7.998260000000000147e+00	1.686208000000000139e-08
8.998661999999999495e+00	1.639417999999999891e-08
9.998172999999999533e+00	1.586669999999999940e-08
1.099878999999999962e+01	1.535350999999999902e-08
1.199793999999999983e+01	1.479394000000000072e-08
1.299834000000000067e+01	1.421908000000000049e-08
1.399768000000000079e+01	1.355985000000000048e-08
1.499085999999999963e+01	1.469176999999999961e-08
1.399973999999999918e+01	1.320912999999999945e-08
1.300075000000000003e+01	1.289859000000000023e-08
1.200043999999999933e+01	1.294003999999999991e-08
1.100047999999999959e+01	1.307678999999999947e-08
1.000055000000000049e+01	1.330012000000000018e-08
9.001163999999999277e+00	1.347320000000000017e-08
8.000560000000000116e+00	1.376350999999999934e-08
6.999963000000000157e+00	1.406802000000000040e-08
6.000466000000000300e+00	1.450330000000000057e-08
4.999793000000000376e+00	1.485523000000000020e-08
4.000484000000000151e+00	1.533322999999999959e-08
2.999776000000000220e+00	1.586741000000000073e-08
2.000420999999999783e+00	1.635932000000000054e-08
9.996359999999999690e-01	1.683741999999999871e-08
3.310000000000000225e-04	1.733251999999999962e-08
-9.983699999999999797e-01	1.774307000000000126e-08
-1.998823999999999934e+00	1.819921000000000048e-08
-2.998273999999999884e+00	1.856258000000000064e-08
-3.998978000000000144e+00	1.888839999999999859e-08
-4.998174999999999812e+00	1.924468999999999840e-08
-5.999044999999999739e+00	1.952162999999999890e-08
-6.998020000000000351e+00	1.980957999999999851e-08
-7.998577000000000048e+00	2.006363000000000137e-08
-8.998644999999999783e+00	2.031013999999999951e-08
-9.998250000000000526e+00	2.052383000000000108e-08
-1.099868999999999986e+01	2.079863000000000100e-08
-1.199803999999999959e+01	2.103698999999999851e-08
-1.299845999999999968e+01	2.128087999999999858e-08
-1.399779999999999980e+01	2.148041999999999932e-08
