Vg	Ids
-1.998667000000000016e+01	4.992636000000000212e-09
-1.900128000000000128e+01	4.407545999999999702e-09
-1.800069999999999837e+01	4.162750999999999825e-09
-1.700122999999999962e+01	3.967146999999999763e-09
-1.600086999999999904e+01	3.762384000000000022e-09
-1.500123999999999924e+01	3.534240999999999893e-09
-1.400090999999999930e+01	3.322997000000000080e-09
-1.300127999999999950e+01	3.161049000000000051e-09
-1.200126999999999988e+01	2.919135999999999875e-09
-1.100167000000000073e+01	2.684919999999999865e-09
-1.000126999999999988e+01	2.477980000000000164e-09
-9.001884999999999692e+00	2.292902999999999935e-09
-8.001405000000000101e+00	2.085812000000000076e-09
-7.000229000000000035e+00	1.903870999999999866e-09
-6.001362999999999559e+00	1.699866999999999916e-09
-5.000299000000000049e+00	1.510590000000000054e-09
-4.001119000000000092e+00	1.365442999999999914e-09
-3.000522999999999829e+00	1.237302000000000077e-09
-2.001644000000000201e+00	1.065736999999999956e-09
-1.000623000000000040e+00	9.527276999999999669e-10
1.275000000000000092e-03	2.836340000000000154e-09
9.989449999999999719e-01	9.467053000000000850e-10
1.999501999999999891e+00	1.010724999999999940e-09
2.998412000000000077e+00	8.439187000000000173e-10
3.999244000000000021e+00	6.507441999999999623e-10
4.998376000000000374e+00	4.739168999999999974e-10
5.999388999999999861e+00	3.693083000000000160e-10
6.998432000000000208e+00	2.649020000000000020e-10
7.999259000000000341e+00	1.873138999999999998e-10
8.999430999999999514e+00	1.084079000000000062e-10
9.998851000000000155e+00	4.286374000000000169e-11
1.099954999999999927e+01	-2.718492000000000005e-11
1.199915999999999983e+01	-8.883186000000000596e-11
1.299938000000000038e+01	-1.243623999999999872e-10
1.399864999999999959e+01	-1.829726999999999972e-10
1.499920999999999971e+01	-2.216914999999999990e-10
1.599826000000000015e+01	-2.626884999999999868e-10
1.699870999999999910e+01	-3.123907999999999900e-10
1.799816999999999823e+01	-3.646741999999999875e-10
1.899877000000000038e+01	-3.809210000000000229e-10
1.998773999999999873e+01	-7.315186000000000427e-10
1.900106999999999857e+01	-3.167430999999999895e-10
1.800076999999999927e+01	-1.864147000000000046e-10
1.700141999999999953e+01	-5.689499000000000171e-11
1.600083000000000055e+01	3.162752000000000133e-11
1.500148000000000081e+01	1.802786999999999960e-10
1.400024999999999942e+01	3.276570000000000091e-10
1.300167000000000073e+01	4.525599999999999861e-10
1.200106000000000073e+01	5.981616999999999528e-10
1.100167000000000073e+01	7.603632999999999648e-10
1.000079999999999991e+01	9.371907999999999934e-10
9.001644999999999897e+00	1.057588999999999955e-09
8.001246000000000080e+00	1.227686000000000097e-09
7.000397000000000425e+00	1.379057999999999975e-09
6.001345999999999847e+00	1.536046000000000054e-09
5.000308000000000419e+00	1.707307000000000048e-09
4.001019999999999577e+00	1.852604999999999932e-09
3.000356000000000023e+00	2.145783000000000137e-09
2.001428999999999903e+00	2.057469000000000022e-09
1.000313999999999925e+00	2.262030999999999796e-09
7.649999999999999465e-04	2.620847999999999881e-09
-9.987650000000000139e-01	2.708199999999999809e-09
-1.999519000000000046e+00	2.732798000000000100e-09
-2.998715999999999937e+00	2.888266999999999866e-09
-3.999209000000000014e+00	2.993836000000000041e-09
-4.998458000000000290e+00	3.124610000000000028e-09
-5.999264000000000152e+00	3.236304000000000119e-09
-6.998243000000000436e+00	3.351184999999999941e-09
-7.998962999999999823e+00	3.427452999999999910e-09
-8.999259000000000341e+00	3.548459000000000061e-09
-9.998765000000000569e+00	3.701652000000000154e-09
-1.099911999999999956e+01	3.775741999999999843e-09
-1.199857000000000085e+01	3.911830000000000129e-09
-1.299920000000000009e+01	3.974079000000000086e-09
-1.399850999999999956e+01	4.076360000000000180e-09
-1.499907999999999930e+01	4.188914000000000203e-09
-1.599846999999999930e+01	4.289070000000000369e-09
-1.699913000000000096e+01	4.363012999999999934e-09
-1.799859000000000009e+01	4.500510000000000209e-09
-1.899915999999999983e+01	4.648038000000000199e-09
