Vg	Ids
-1.998796000000000106e+01	7.219960000000000284e-08
-1.900026000000000082e+01	6.938502000000000200e-08
-1.799973999999999918e+01	6.785960000000000501e-08
-1.700053000000000125e+01	6.647729999999999666e-08
-1.600012999999999863e+01	6.490171999999999785e-08
-1.500046000000000035e+01	6.320478999999999511e-08
-1.400031000000000070e+01	6.122386000000000120e-08
-1.300071999999999939e+01	5.938711000000000297e-08
-1.200056999999999974e+01	5.808235999999999918e-08
-1.100103999999999971e+01	5.538988000000000312e-08
-1.000050000000000061e+01	5.366337000000000098e-08
-9.001113000000000142e+00	5.115863000000000287e-08
-8.001044000000000267e+00	4.875842000000000046e-08
-7.000212000000000323e+00	4.633327999999999864e-08
-6.001032000000000366e+00	4.429345000000000280e-08
-4.999848000000000070e+00	4.136577999999999733e-08
-4.001050000000000217e+00	3.922394000000000176e-08
-3.000415999999999972e+00	3.793259000000000125e-08
-2.001107000000000191e+00	3.390974000000000040e-08
-1.000038999999999900e+00	3.200789999999999904e-08
6.830000000000000134e-04	2.977502999999999990e-08
9.989320000000000421e-01	2.967385999999999993e-08
1.999335000000000084e+00	2.610182999999999981e-08
2.998531999999999975e+00	2.376413999999999855e-08
3.998905000000000154e+00	2.203624999999999987e-08
4.997866000000000142e+00	2.011107999999999958e-08
5.998791999999999902e+00	1.830499000000000091e-08
6.997950999999999588e+00	1.624347999999999942e-08
7.998658999999999963e+00	1.488950000000000075e-08
8.999124999999999375e+00	1.324793999999999965e-08
9.998091000000000506e+00	1.168381999999999947e-08
1.099890000000000079e+01	1.003720000000000004e-08
1.199825000000000053e+01	8.638316000000000799e-09
1.299868999999999986e+01	7.252542000000000079e-09
1.399822999999999951e+01	5.999310000000000038e-09
1.499835999999999991e+01	4.881359000000000287e-09
1.599769000000000041e+01	3.684149999999999939e-09
1.699878000000000000e+01	2.858463000000000203e-09
1.799793999999999983e+01	2.214818000000000199e-09
1.899825999999999837e+01	1.733779000000000078e-09
1.998727999999999838e+01	9.476686000000000666e-10
1.900013999999999825e+01	1.950183000000000109e-09
1.799980000000000047e+01	2.277168000000000092e-09
1.700028999999999968e+01	2.398831999999999890e-09
1.599981000000000009e+01	2.715845999999999846e-09
1.500085999999999942e+01	3.211865000000000054e-09
1.400038999999999945e+01	3.553780000000000109e-09
1.300099999999999945e+01	4.315799000000000019e-09
1.200060000000000038e+01	4.782768000000000208e-09
1.100070999999999977e+01	5.470394000000000207e-09
1.000004000000000026e+01	6.328975999999999755e-09
9.001262999999999792e+00	7.406900999999999629e-09
8.000830000000000553e+00	8.833972999999999558e-09
7.000045000000000073e+00	1.066161999999999942e-08
6.000801000000000052e+00	1.292713000000000063e-08
5.000092999999999677e+00	1.566050999999999972e-08
4.000577999999999967e+00	1.851404999999999895e-08
2.999874999999999847e+00	2.178957000000000047e-08
2.000827999999999829e+00	2.503908999999999899e-08
1.000202000000000035e+00	2.798936999999999886e-08
5.760000000000000146e-04	3.052690000000000053e-08
-9.986869999999999914e-01	4.138738999999999722e-08
-1.999249000000000054e+00	4.266812000000000051e-08
-2.998355999999999799e+00	4.473992999999999979e-08
-3.999209000000000014e+00	4.687344000000000021e-08
-4.998222000000000165e+00	4.897465999999999764e-08
-5.998509000000000313e+00	5.159538000000000180e-08
-6.997684999999999711e+00	5.224672000000000133e-08
-7.998447999999999780e+00	5.474526000000000168e-08
-8.998777999999999722e+00	5.701483999999999995e-08
-9.998348000000000013e+00	5.861515999999999717e-08
-1.099904000000000082e+01	6.037363000000000299e-08
-1.199839000000000055e+01	6.185138000000000443e-08
-1.299884999999999913e+01	6.367334000000000627e-08
-1.399789999999999957e+01	6.523434000000000285e-08
-1.499867000000000061e+01	6.682895999999999625e-08
-1.599810000000000088e+01	6.824021999999999826e-08
-1.699829000000000079e+01	6.956698999999999367e-08
-1.799750999999999834e+01	7.091970999999999601e-08
-1.899787999999999855e+01	7.226301999999999641e-08
