Vg	Ids
-1.998585999999999885e+01	3.820059000000000239e-09
-1.900028999999999968e+01	3.017394000000000096e-09
-1.800017000000000067e+01	2.828065000000000201e-09
-1.700072000000000116e+01	2.643139000000000131e-09
-1.600009000000000015e+01	2.486147999999999923e-09
-1.500061999999999962e+01	2.166499000000000006e-09
-1.400008000000000052e+01	1.857679000000000033e-09
-1.300135000000000041e+01	1.507918999999999991e-09
-1.200014999999999965e+01	1.117872999999999909e-09
-1.100135000000000041e+01	8.260081000000000399e-10
-1.000051999999999985e+01	6.206857999999999578e-10
-9.001357000000000497e+00	4.988187000000000406e-10
-8.000885999999999498e+00	3.476991000000000220e-10
-7.000294000000000239e+00	2.100895999999999969e-10
-6.000904000000000238e+00	9.762608999999999483e-11
-5.000054000000000443e+00	1.451845999999999991e-11
-4.000981999999999594e+00	-3.695558000000000196e-11
-3.000197000000000003e+00	-4.768560999999999799e-11
-2.000617999999999785e+00	-6.894337999999999617e-11
-1.000137999999999971e+00	-1.009816999999999957e-10
8.589999999999999546e-04	-8.215391999999999655e-11
9.986909999999999954e-01	-1.450158000000000122e-10
1.999317999999999929e+00	-1.216825999999999888e-10
2.998682000000000070e+00	-1.381321999999999958e-10
3.999334000000000167e+00	-1.374236999999999925e-10
4.998504999999999754e+00	-1.532654999999999915e-10
5.999213000000000129e+00	-1.621228999999999986e-10
6.998221000000000025e+00	-1.831782000000000024e-10
7.998942000000000441e+00	-2.030694999999999986e-10
8.999216000000000548e+00	-2.182027999999999943e-10
9.998494000000000881e+00	-2.319187999999999912e-10
1.099929000000000023e+01	-2.417886000000000185e-10
1.199825000000000053e+01	-2.600603000000000227e-10
1.299881000000000064e+01	-2.724605000000000126e-10
1.399849999999999994e+01	-3.009558999999999988e-10
1.499858000000000047e+01	-3.100156000000000249e-10
1.599775999999999954e+01	-3.217578999999999855e-10
1.699846000000000146e+01	-3.365877999999999944e-10
1.799763000000000090e+01	-3.675126999999999876e-10
1.899820000000000064e+01	-3.581495999999999747e-10
1.998750000000000071e+01	-6.440654000000000122e-10
1.900074000000000041e+01	-3.216568000000000178e-10
1.799999000000000038e+01	-2.444205000000000247e-10
1.700046000000000035e+01	-2.599081999999999793e-10
1.600031999999999854e+01	-2.325263000000000069e-10
1.500061000000000000e+01	-2.126856999999999907e-10
1.400027000000000044e+01	-8.858114000000000478e-11
1.300083000000000055e+01	1.050665000000000011e-10
1.200094999999999956e+01	1.999669000000000025e-10
1.100134000000000079e+01	4.273073999999999941e-10
1.000075999999999965e+01	5.447715000000000352e-10
9.001511999999999958e+00	7.503462000000000284e-10
8.000524999999999665e+00	9.318814999999999526e-10
6.999873000000000012e+00	1.102788999999999964e-09
6.000727999999999618e+00	1.268939000000000058e-09
4.999951000000000256e+00	1.453358999999999923e-09
4.000587000000000337e+00	1.651442999999999960e-09
3.000077000000000105e+00	1.742390000000000018e-09
2.000751000000000168e+00	1.879944999999999964e-09
9.999230000000000063e-01	2.011276000000000076e-09
5.069999999999999637e-04	2.147263000000000012e-09
-9.983699999999999797e-01	2.095186000000000048e-09
-1.999163000000000023e+00	2.280011000000000183e-09
-2.998648000000000202e+00	2.414227000000000125e-09
-3.999085000000000001e+00	2.511546999999999950e-09
-4.998401999999999568e+00	2.610032000000000154e-09
-5.999144000000000254e+00	2.697537000000000050e-09
-6.998260000000000147e+00	2.753661999999999998e-09
-7.998903000000000318e+00	2.839647999999999994e-09
-8.999259000000000341e+00	2.899973999999999896e-09
-9.998236999999999597e+00	2.976088999999999896e-09
-1.099876000000000076e+01	3.016477000000000191e-09
-1.199821000000000026e+01	3.057925999999999972e-09
-1.299876000000000076e+01	3.114507000000000110e-09
-1.399810000000000088e+01	3.150337999999999880e-09
-1.499864999999999959e+01	3.214510999999999799e-09
-1.599799999999999933e+01	3.272203999999999964e-09
-1.699825999999999837e+01	3.288094999999999904e-09
-1.799785999999999930e+01	3.349078999999999866e-09
-1.899840999999999980e+01	3.433344000000000092e-09
