Voltage   	Current
-11.181873	-1.376788E-10
-11.082652	-1.330225E-10
-10.980449	-1.290741E-10
-10.881220	-1.240130E-10
-10.782109	-1.180911E-10
-10.682648	-1.266955E-10
-10.580390	-1.194070E-10
-10.481185	-1.160666E-10
-10.375567	-1.123718E-10
-10.276196	-1.051846E-10
-10.177218	-1.058425E-10
-10.074636	-1.086262E-10
-9.975646	-1.139409E-10
-9.876063	-1.175341E-10
-9.776890	-1.053364E-10
-9.674340	-9.182249E-11
-9.575425	-9.921211E-11
-9.476225	-1.012873E-10
-9.373878	-9.825044E-11
-9.274862	-9.075959E-11
-9.175802	-9.582088E-11
-9.076730	-8.741916E-11
-8.973907	-1.036156E-10
-8.875007	-7.906764E-11
-8.775741	-7.982701E-11
-8.673340	-8.640669E-11
-8.574006	-6.423806E-11
-8.474974	-8.362300E-11
-8.375714	-8.271192E-11
-8.273520	-7.851100E-11
-8.173858	-8.169979E-11
-8.074879	-8.271195E-11
-7.975528	-6.823639E-11
-7.873221	-7.339901E-11
-7.773914	-7.476567E-11
-7.674957	-5.558295E-11
-7.572458	-6.681924E-11
-7.470192	-6.803402E-11
-7.367268	-6.256773E-11
-7.268215	-6.474429E-11
-7.169341	-6.702153E-11
-7.066639	-5.335579E-11
-6.967600	-6.165679E-11
-6.868288	-5.684836E-11
-6.769360	-4.667486E-11
-6.666818	-5.563344E-11
-6.567732	-4.262574E-11
-6.468081	-4.955997E-11
-6.365792	-3.877909E-11
-6.266549	-4.576362E-11
-6.167463	-4.333423E-11
-6.068558	-4.196765E-11
-5.966285	-4.151229E-11
-5.867085	-3.442630E-11
-5.768078	-4.130976E-11
-5.668478	-3.984216E-11
-5.566127	-3.432507E-11
-5.467062	-3.422387E-11
-5.367953	-3.346465E-11
-5.265584	-2.379735E-11
-5.166290	-3.341427E-11
-5.067298	-2.126666E-11
-4.968059	-2.182338E-11
-4.865732	-3.113637E-11
-4.766158	-1.767300E-11
-4.667112	-1.984946E-11
-4.564580	-1.569900E-11
-4.462094	-1.742007E-11
-4.359714	-1.251038E-11
-4.260699	-1.245984E-11
-4.161450	4.174439E-14
-4.062464	-4.159173E-12
-3.959522	-1.483891E-11
-3.860514	1.178413E-11
-3.761334	5.052542E-12
-3.659037	2.600675E-11
-3.559717	2.074287E-11
-3.460721	1.907260E-11
-3.361723	3.137188E-11
-3.259124	2.494381E-11
-3.159976	2.539932E-11
-3.060453	1.294831E-11
-2.958206	2.914484E-11
-2.858846	3.678749E-11
-2.759849	1.978129E-11
-2.660692	2.570304E-11
-2.558436	2.266616E-11
-2.459317	2.236254E-11
-2.360301	2.043929E-11
-2.257317	2.296981E-11
-2.158392	1.487152E-11
-2.059091	2.352663E-11
-1.960176	2.423518E-11
-1.857393	3.172607E-11
-1.758508	2.742385E-11
-1.659380	3.076440E-11
-1.556932	3.010642E-11
-1.454513	3.491474E-11
-1.351740	3.142252E-11
-1.252674	3.369993E-11
-1.153465	3.476289E-11
-1.054367	2.904359E-11
-0.951827	3.668624E-11
-0.852852	3.805281E-11
-0.753582	4.245619E-11
-0.651275	4.179822E-11
-0.551631	4.817567E-11
-0.452746	4.589785E-11
-0.353436	5.070630E-11
-0.251028	5.440118E-11
-0.151515	5.789350E-11
-0.052600	6.756076E-11
0.048599	6.680137E-11
0.150959	6.366349E-11
0.249907	4.716325E-11
0.349220	5.713421E-11
0.451479	5.597013E-11
0.551106	7.231835E-11
0.650044	7.029378E-11
0.749367	6.594106E-11
0.851737	7.904999E-11
0.950888	6.786431E-11
1.049988	6.745945E-11
1.149230	7.216648E-11
1.251489	7.014199E-11
1.351106	6.396704E-11
1.450095	7.434288E-11
1.555998	8.274481E-11
1.654925	8.492128E-11
1.757468	9.145044E-11
1.856569	7.591185E-11
1.955577	8.178319E-11
2.058149	8.077093E-11
2.157079	7.737971E-11
2.256684	7.570952E-11
2.355662	7.267276E-11
2.458153	8.952719E-11
2.557042	8.679397E-11
2.656082	6.503000E-11
2.758493	2.625969E-11
2.857836	4.918781E-11
2.956815	7.201467E-11
3.056463	8.031532E-11
3.158688	6.862365E-11
3.257932	1.011177E-10
3.356911	9.271577E-11
3.456234	1.111392E-10
3.558604	1.276394E-10
3.657857	1.091652E-10
3.756929	1.089627E-10
3.859196	1.111898E-10
3.958791	1.042051E-10
4.057699	1.262728E-10
4.157005	1.192374E-10
4.259146	1.034460E-10
4.358584	1.304737E-10
4.457509	1.274370E-10
4.563434	1.184783E-10
4.662362	1.426717E-10
4.765349	1.426211E-10
4.864317	1.433297E-10
4.963456	1.529464E-10
5.065779	1.555783E-10
5.165030	1.443926E-10
5.264099	1.596780E-10
5.363425	1.489984E-10
5.465654	1.429248E-10
5.565127	1.440889E-10
5.664331	1.473282E-10
5.763278	1.362944E-10
5.865720	1.513267E-10
5.964667	1.572485E-10
6.063460	1.688392E-10
6.165853	1.404447E-10
6.265240	1.467208E-10
6.364147	1.576028E-10
6.463823	1.553252E-10
6.566196	1.894895E-10
6.665382	1.863009E-10
6.764424	1.627148E-10
6.867039	1.693958E-10
6.966038	1.659541E-10
7.065268	1.495552E-10
7.164219	1.374584E-10
7.267080	1.459616E-10
7.366129	1.651949E-10
7.465314	1.847319E-10
7.570836	1.937917E-10
7.669830	1.558819E-10
7.772495	1.520859E-10
7.871492	1.446963E-10
7.970765	1.284492E-10
8.069773	1.337637E-10
8.172661	1.434309E-10
8.271629	1.833653E-10
8.370883	1.829604E-10
8.473112	1.868070E-10
8.572484	1.820999E-10
8.671481	1.895908E-10
8.770606	1.899451E-10
8.873034	1.984482E-10
8.972464	1.967780E-10
9.071572	1.938930E-10
9.174061	1.986001E-10
9.273083	1.974359E-10
9.371918	2.089253E-10
9.471127	1.934375E-10
9.573435	2.058885E-10
9.672755	2.250712E-10
9.771730	2.099882E-10
9.874660	2.100894E-10
9.973604	2.044713E-10
10.072878	2.092290E-10
10.171846	2.151002E-10
10.274523	2.176309E-10
10.373473	1.995111E-10
10.472873	2.197061E-10
10.578393	2.258304E-10
10.677896	2.220849E-10
10.780309	2.205665E-10
10.879395	2.271463E-10
10.978406	2.212245E-10
11.077711	2.312967E-10
11.180056	2.318534E-10
11.279308	2.181877E-10
11.378370	2.321571E-10
11.480638	2.303856E-10
11.580258	2.327645E-10
11.679170	2.317016E-10
11.778503	2.410651E-10
11.880788	2.380789E-10
11.979994	2.461262E-10
12.078993	2.423811E-10
12.181587	2.432415E-10
12.280602	2.530597E-10
12.380192	2.500737E-10
12.479231	2.546792E-10
12.581606	2.500231E-10
12.680624	2.511365E-10
12.779582	2.466829E-10
12.878451	2.516426E-10
12.980996	2.497701E-10
13.079823	2.521487E-10
13.179264	2.647505E-10
13.281366	2.649529E-10
13.380305	2.728481E-10
13.479380	2.602969E-10
13.584847	2.634853E-10
13.683949	2.702163E-10
13.786117	2.682932E-10
13.885265	2.622201E-10
13.983959	2.684450E-10
14.083538	2.661676E-10
14.185683	2.712792E-10
14.284712	2.914218E-10
14.383624	2.770486E-10
14.485966	2.766944E-10
14.584783	2.765425E-10
14.683969	2.730505E-10
14.782793	2.709249E-10
14.885455	2.804395E-10
14.984328	2.812998E-10
15.083479	2.822614E-10
15.182384	3.005315E-10
15.284492	2.886383E-10
15.383554	2.907639E-10
15.482436	2.866645E-10
15.584911	2.942559E-10
15.683779	2.856523E-10
15.783087	2.961285E-10
15.881909	2.923833E-10
15.984421	2.943065E-10
16.083225	3.078699E-10
16.182175	2.974443E-10
16.284363	3.032644E-10
16.383440	3.033656E-10
16.482290	3.095400E-10
16.588388	3.044285E-10
16.687172	3.090845E-10
16.789476	3.115644E-10
16.888329	3.077181E-10
16.987532	3.188522E-10
17.086376	3.115644E-10
17.188713	3.165748E-10
17.287577	3.208259E-10
17.386549	3.226985E-10
17.485888	3.139430E-10
17.588129	3.232046E-10
17.687136	3.235082E-10
17.786039	3.301888E-10
17.888420	3.422844E-10
17.987299	3.296827E-10
18.086390	3.399058E-10
18.185280	3.459789E-10
18.288046	3.516978E-10
18.386799	3.436509E-10
18.485886	3.527100E-10
18.587999	3.448149E-10
18.687069	3.517484E-10
18.785858	3.473453E-10
18.885038	3.357051E-10
18.987181	3.479526E-10
19.086161	3.482563E-10
19.185522	3.507362E-10
19.287643	3.464850E-10
19.386623	3.507868E-10
19.485483	3.483575E-10
19.590738	3.546332E-10
19.689659	3.524063E-10
19.788799	3.402094E-10
19.890842	3.659191E-10
19.990334	3.562021E-10
20.089111	3.580239E-10
20.191597	3.583783E-10
20.290422	3.623258E-10
20.389545	3.553417E-10
20.488451	3.672349E-10
20.590755	3.668806E-10
20.689606	3.558477E-10
20.789032	3.825697E-10
20.891184	3.905153E-10
20.990322	3.832276E-10
21.089201	3.705246E-10
21.187897	3.710305E-10
21.290453	3.765977E-10
21.389330	3.818611E-10
21.488352	3.764965E-10
21.590487	3.771038E-10
21.689939	4.020037E-10
21.788681	3.878835E-10
21.887741	3.886933E-10
21.989866	3.890983E-10
22.088999	3.884909E-10
22.187946	3.904647E-10
22.290367	3.910720E-10
22.389160	3.865171E-10
22.488596	3.898068E-10
22.594063	4.066598E-10
22.693129	3.968416E-10
22.791967	4.042811E-10
22.894112	4.021049E-10
22.993029	3.966897E-10
23.091928	4.051921E-10
23.194321	4.003843E-10
23.293097	4.068116E-10
23.392550	4.059513E-10
23.491375	4.100000E-10
23.593859	4.147574E-10
23.692608	4.216908E-10
23.791836	4.191098E-10
23.893906	4.145043E-10
23.993010	4.146054E-10
24.091883	4.228548E-10
24.191301	4.171866E-10
24.293428	4.242213E-10
24.392534	4.247781E-10
24.491282	4.263975E-10
24.593718	4.302947E-10
24.692657	4.289786E-10
24.791721	4.322176E-10
24.890554	4.268024E-10
24.992659	4.361651E-10
25.092125	4.305981E-10
25.190928	4.401127E-10
25.290003	4.367219E-10
25.392193	4.283208E-10
25.491236	4.477040E-10
25.596790	4.445158E-10
25.695818	4.469956E-10
25.794708	4.507912E-10
25.897488	4.534736E-10
25.996283	4.451737E-10
26.095425	4.465908E-10
26.197498	4.535242E-10
26.296625	4.458315E-10
26.395777	4.603058E-10
26.495111	4.527651E-10
26.597326	4.548401E-10
26.696857	4.575223E-10
26.796021	4.632919E-10
26.894987	4.634438E-10
26.997551	4.618242E-10
27.096521	4.705291E-10
27.195793	4.645572E-10
27.298170	4.840924E-10
27.397543	4.684035E-10
27.496399	4.689601E-10
27.596094	4.704785E-10
27.698196	4.783735E-10
27.797533	4.818150E-10
27.896454	4.844973E-10
27.999128	4.788797E-10
28.098146	4.797908E-10
28.197277	4.981617E-10
28.296412	4.846998E-10
28.399208	4.848516E-10
28.498093	4.831813E-10
28.604065	4.891534E-10
28.702988	4.911777E-10
28.801981	4.946192E-10
28.904741	4.868759E-10
29.003799	4.918863E-10
29.102968	5.033240E-10
29.202028	4.967955E-10
29.304806	4.980099E-10
29.403721	5.019068E-10
29.503094	5.040326E-10
29.605259	5.053989E-10
29.704311	5.067148E-10
29.803411	5.107637E-10
29.902782	5.115229E-10
30.004917	5.203288E-10
