Voltage   	Current	
20.197690	-6.953887E-11
20.098220	-8.340645E-11
19.997130	-3.901993E-11
19.897570	-6.478140E-11
19.797660	-4.509343E-11
19.698010	-9.955153E-11
19.597300	-4.807954E-11
19.497440	-4.372727E-11
19.397900	-1.135711E-10
19.297820	-5.880935E-11
19.197140	-9.221318E-11
19.097410	-5.415288E-11
18.997780	1.189530E-11
18.897920	-1.165065E-10
18.797190	-6.498393E-11
18.697300	-1.008673E-10
18.597690	-1.268315E-10
18.497870	-1.749631E-10
18.397180	-1.350813E-10
18.297370	-1.897785E-11
18.197690	8.219489E-11
18.097990	-3.259379E-10
17.997290	-8.978368E-11
17.897420	-1.911084E-10
17.797990	-3.385750E-11
17.698360	-1.401423E-10
17.597860	-3.482078E-10
17.497770	-1.396722E-11
17.398060	-7.353734E-11
17.298480	-7.105738E-11
17.197620	-9.656548E-11
17.097820	-9.028972E-11
16.998000	4.180682E-11
16.898480	-7.181661E-11
16.797720	-1.106357E-10
16.698230	-4.721901E-11
16.598440	-1.147859E-10
16.498760	-2.839165E-11
16.397720	-5.389980E-11
16.298120	-1.557307E-10
16.198080	-7.728257E-11
16.098820	-1.166585E-10
15.997840	-8.193901E-11
15.897910	-1.002603E-10
15.798490	-1.230862E-10
15.698900	7.998213E-12
15.597920	-1.680798E-10
15.498370	-9.722367E-11
15.398300	-1.405977E-10
15.297830	-1.005639E-10
15.198120	-6.336423E-11
15.098380	-3.368190E-10
14.998610	-1.144822E-10
14.897160	-1.767853E-10
14.797530	-1.239469E-10
14.698220	-1.326519E-10
14.598560	-9.104881E-11
14.497510	-5.987211E-11
14.398050	-1.330057E-10
14.298250	-5.106568E-11
14.198330	-1.801256E-10
14.097610	-1.850351E-10
13.997960	-1.468740E-10
13.898100	-3.621760E-10
13.798310	-1.901972E-10
13.697530	-1.326014E-10
13.598090	-1.059286E-10
13.498120	-1.539592E-10
13.398410	-1.384215E-10
13.297380	-1.239464E-10
13.197960	-1.704587E-10
13.098170	-1.257181E-10
12.998310	-1.124577E-10
12.897550	-1.762286E-10
12.798000	-1.755198E-10
12.698220	1.953766E-11
12.598480	-1.128118E-10
12.497520	-5.129986E-10
12.397840	-1.943978E-10
12.298430	-1.123429E-11
12.198280	-1.504671E-10
12.097740	-1.331582E-10
11.998040	-7.419523E-11
11.898230	-2.056338E-10
11.798460	-9.767898E-11
11.697680	-1.407496E-10
11.597810	-4.123828E-10
11.498400	-1.003110E-10
